ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
5120000,61,Median,18746381,1.73363e+07,99861
5120000,62,First,5120001,1.73363e+07,42033
5120000,62,25%,25160706,1.73363e+07,158431
5120000,62,Median,13745267,1.73363e+07,60272
5120000,63,First,5120000,1.73363e+07,37175
5120000,63,25%,31922106,1.73363e+07,210285
5120000,63,Median,13003169,1.73363e+07,57911
5120000,64,First,15914692,1.73363e+07,113256
5120000,64,25%,12683579,1.73363e+07,70679
5120000,64,Median,10490584,1.73363e+07,42463
5120000,65,First,2,1.73363e+07,22
5120000,65,25%,15937840,1.73363e+07,129658
5120000,65,Median,12210429,1.73363e+07,61176
5120000,66,First,5120001,1.73363e+07,33059
5120000,66,25%,14157614,1.73363e+07,112999
5120000,66,Median,15957202,1.73363e+07,72535
5120000,67,First,3,1.73363e+07,44
5120000,67,25%,16972538,1.73363e+07,154601
5120000,67,Median,19247642,1.73363e+07,106382
5120000,68,First,5120000,1.73363e+07,48060
5120000,68,25%,7049418,1.73363e+07,45340
5120000,68,Median,9620642,1.73363e+07,44819
5120000,69,First,2,1.73363e+07,57
5120000,69,25%,18920221,1.73363e+07,178441
5120000,69,Median,22055440,1.73363e+07,113195
5120000,70,First,3,1.73363e+07,38
5120000,70,25%,24727127,1.73363e+07,185226
5120000,70,Median,12089884,1.73363e+07,61485
5120000,71,First,13422674,1.73363e+07,100467
5120000,71,25%,18994410,1.73363e+07,104961
5120000,71,Median,17877083,1.73363e+07,82675
5120000,72,First,2,1.73363e+07,48
5120000,72,25%,16831279,1.73363e+07,135057
5120000,72,Median,18176052,1.73363e+07,88503
5120000,73,First,20687021,1.73363e+07,148370
5120000,73,25%,13625461,1.73363e+07,59879
5120000,73,Median,22411462,1.73363e+07,74643
5120000,74,First,10135816,1.73363e+07,66288
5120000,74,25%,19815744,1.73363e+07,136578
5120000,74,Median,19894421,1.73363e+07,96682
5120000,75,First,2,1.73363e+07,25
5120000,75,25%,33577322,1.73363e+07,238808
5120000,75,Median,12592817,1.73363e+07,67064
5120000,76,First,10094435,1.73363e+07,71863
5120000,76,25%,16590606,1.73363e+07,131030
5120000,76,Median,17916229,1.73363e+07,97743
5120000,77,First,2,1.73363e+07,42
5120000,77,25%,18840177,1.73363e+07,147590
5120000,77,Median,25611685,1.73363e+07,118778
5120000,78,First,15952217,1.73363e+07,117684
5120000,78,25%,7497032,1.73363e+07,48228
5120000,78,Median,11831943,1.73363e+07,52932
5120000,79,First,5120000,1.73363e+07,39479
5120000,79,25%,29817987,1.73363e+07,191573
5120000,79,Median,11460993,1.73363e+07,43481
5120000,80,First,7042489,1.73363e+07,67697
5120000,80,25%,6635590,1.73363e+07,32765
5120000,80,Median,10137140,1.73363e+07,67445
5120000,81,First,2,1.73363e+07,54
5120000,81,25%,34677766,1.73363e+07,235921
5120000,81,Median,11735867,1.73363e+07,54816
5120000,82,First,9596121,1.73363e+07,76573
5120000,82,25%,25564227,1.73363e+07,158025
5120000,82,Median,13584120,1.73363e+07,61284
5120000,83,First,5120000,1.73363e+07,31640
5120000,83,25%,14045976,1.73363e+07,122196
5120000,83,Median,21512279,1.73363e+07,114969
5120000,84,First,9724126,1.73363e+07,79216
5120000,84,25%,31467385,1.73363e+07,189172
5120000,84,Median,12312873,1.73363e+07,56392
5120000,85,First,7626592,1.73363e+07,62883
5120000,85,25%,10019280,1.73363e+07,59551
5120000,85,Median,11158430,1.73363e+07,57006
5120000,86,First,5120001,1.73363e+07,45778
5120000,86,25%,14211849,1.73363e+07,118214
5120000,86,Median,16849745,1.73363e+07,77586
5120000,87,First,2,1.73363e+07,24
5120000,87,25%,23154149,1.73363e+07,180698
5120000,87,Median,13147883,1.73363e+07,69660
5120000,88,First,5120001,1.73363e+07,47030
5120000,88,25%,19011611,1.73363e+07,118613
5120000,88,Median,15565959,1.73363e+07,70723
5120000,89,First,5120001,1.73363e+07,36876
5120000,89,25%,15288357,1.73363e+07,121553
5120000,89,Median,19201740,1.73363e+07,117448
5120000,90,First,2,1.73363e+07,22
5120000,90,25%,14012946,1.73363e+07,110755
5120000,90,Median,17410212,1.73363e+07,84977
5120000,91,First,17798507,1.73363e+07,150223
5120000,91,25%,21364290,1.73363e+07,168219
5120000,91,Median,19681601,1.73363e+07,108288
5120000,92,First,10176810,1.73363e+07,62690
5120000,92,25%,28248046,1.73363e+07,195613
5120000,92,Median,14124269,1.73363e+07,74130
5120000,93,First,2,1.73363e+07,29
5120000,93,25%,13561916,1.73363e+07,114786
5120000,93,Median,19749359,1.73363e+07,115378
5120000,94,First,9102938,1.73363e+07,91112
5120000,94,25%,12983005,1.73363e+07,59551
5120000,94,Median,17877216,1.73363e+07,104212
5120000,95,First,5120001,1.73363e+07,40675
5120000,95,25%,13224700,1.73363e+07,90851
5120000,95,Median,22207028,1.73363e+07,105810
5120000,96,First,3,1.73363e+07,54
5120000,96,25%,15293906,1.73363e+07,118744
5120000,96,Median,16670793,1.73363e+07,121149
5120000,97,First,7828102,1.73363e+07,70834
5120000,97,25%,21859887,1.73363e+07,125340
5120000,97,Median,15039002,1.73363e+07,64654
5120000,98,First,5120001,1.73363e+07,34505
5120000,98,25%,12351259,1.73363e+07,110093
5120000,98,Median,10930861,1.73363e+07,52465
5120000,99,First,2,1.73363e+07,29
5120000,99,25%,26874550,1.73363e+07,203407
5120000,99,Median,15146349,1.73363e+07,76035
5120000,100,First,2,1.73363e+07,43
5120000,100,25%,25767113,1.73363e+07,198573
5120000,100,Median,11256970,1.73363e+07,55623
5120000,Average,First,3.42105e+06,1.73363e+07,26701
5120000,Average,25%,1.88046e+07,1.73363e+07,140797
5120000,Average,Median,1.59407e+07,1.73363e+07,82815
